Question,GT SPARQL,Generated SPARQL,BLEU,Jaccard,BERTScore
What are the papers written by Ricardo B.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/85/2722> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/85/2722> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
What are the papers written by Pulak Samanta?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/32/7624> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/32/7624> },1.0,1.0,"(1.0, 1.0, 1.0)"
Which papers did the author Tamio Arai write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/50/189> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/50/189> },1.0,1.0,"(1.0, 1.0, 1.0)"
What are the papers written by Julian Schwarzat?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/293/6454> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/293/6454> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"Mention the webpage of the researcher Nelson, M. L..",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/n/MichaelLNelson> <https://dblp.org/rdf/schema#webpage> ?answer },SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/n/MichaelLNelson> <https://dblp.org/rdf/schema#hasHomepage> ?answer },0.6606328636027614,1.0,"(0.9914759397506714, 0.9870316982269287, 0.9892488718032837)"
What are the papers written by the person Ravi Netravali?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/123/3350-1> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/123/3350-1> },1.0,1.0,"(1.0, 1.0, 1.0)"
"Mention the ORCID of the researcher Castellanos-Dom\u00EDnguez, G..",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/56/5099> <https://dblp.org/rdf/schema#orcid> ?answer },SELECT DISTINCT ?orcid WHERE { <https://dblp.org/pid/56/5099> <http://xmlns.com/foaf/0.1/homepage> ?homepage . ?homepage <http://www.w3.org/2007/05/powder-s#hasORCID> ?orcid },3.908633169762327e-78,0.86,"(0.9391335844993591, 0.8905235528945923, 0.9141828417778015)"
Which publications did Tam\u00E1s Linder author?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/56/2539> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/56/2539> },1.0,1.0,"(1.0, 1.0, 1.0)"
"Zukerman, I. is primarily affiliated to which institution?",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/z/IngridZukerman> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/z/IngridZukerman> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
"Find the primary affiliation of Quisquater, J..",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/q/JJQuisquater> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/q/JJQuisquater> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
"Which papers did the author Narayanan, S. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/19/3899> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/19/3899> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Which papers did the author Shuai Han write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/9242-2> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/9242-2> },1.0,1.0,"(1.0, 1.0, 1.0)"
What is the ORCID of T. George Karimpanal?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/133/3358> <https://dblp.org/rdf/schema#orcid> ?answer },SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/133/3358> <http://xmlns.com/foaf/0.1/account> ?account . ?account <http://www.w3.org/2007/uwa/context/orcid#orcidId> ?answer },0.42803206067505944,0.8958333333333334,"(0.9520718455314636, 0.9113640785217285, 0.9312732815742493)"
What is the webpage of the person Simon Fong?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/50/2205> <https://dblp.org/rdf/schema#webpage> ?answer },SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/50/2205> <https://dblp.org/rdf/schema#webpage> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
What are the papers written by Matti O. Jokinen?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/51/4130> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/51/4130> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"Which publications did Djupdal, Asbj\u00F8rn author?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/82/4192> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/82/4192> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
What are the papers written by the person Keat Keong Phang?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/05/1388> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/05/1388> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Mention the webpage of the researcher Rolf Findeisen.,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/39/7855> <https://dblp.org/rdf/schema#webpage> ?answer },SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/39/7855> <https://dblp.org/rdf/schema#hasHomepage> ?answer },0.6606328636027614,1.0,"(0.9904488325119019, 0.9855115413665771, 0.9879740476608276)"
Which papers did the author Hassan B. write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/29/8195> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/29/8195> },1.0,1.0,"(1.0, 1.0, 1.0)"
"What are the papers written by the person Huth, M.?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/h/MichaelHuth> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/h/MichaelHuth> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
What is the webpage of the author Yu Zheng?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/87/1585-1> <https://dblp.org/rdf/schema#webpage> ?answer },SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/87/1585-1> <https://dblp.org/rdf/schema#webpage> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
Which publications did Mohammad Tahghighi write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/32/7357> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/32/7357> },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
The author Johannes Schmitt is primarily affiliated to which institution?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/167/7839> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/167/7839> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },1.0,1.0,"(0.9999998807907104, 0.9999998807907104, 0.9999998807907104)"
Which publications did C. Wang author?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/24/3981> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/24/3981> },1.0,1.0,"(1.0, 1.0, 1.0)"
Find the paper written by Carlee Joe-Wong with Liang Zheng that was published in INFOCOM.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/9937> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/7360-2> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'INFOCOM' },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/40/9937> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/7360-2> . ?answer <https://dblp.org/rdf/schema#publishedIn> ""INFOCOM"" }",0.8843946454355334,0.9642857142857143,"(0.9990718364715576, 0.9990718364715576, 0.9990718364715576)"
What are the venues in which Ke Wang published?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/KeWang> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/w/KeWang> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
"What are the papers written by Joshua C. Denny and Sun, Jimeng together?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/7339> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/4948> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/7339> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/4948> },1.0,1.0,"(1.0, 1.0, 1.0)"
Who are the co-authors of Shalini Chandra?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/72/7554> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/72/7554>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/72/7554> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/72/7554>) },1.0,1.0,"(1.0, 1.0, 1.0)"
Which venues has Amit P. published in?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/230/9003> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/230/9003> },0.35049007520298736,0.9787234042553191,"(0.9540089964866638, 0.9772261381149292, 0.9654780030250549)"
Mention the co-authors of A. P. Felty.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/f/AmyPFelty> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/f/AmyPFelty>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/f/AmyPFelty> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/f/AmyPFelty>) },1.0,1.0,"(1.0000001192092896, 1.0000001192092896, 1.0000001192092896)"
"Which papers did Ji, Shaoxiong publish in the last 8 years?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/227/0291> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-8) },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/227/0291> . ?answer <https://dblp.org/rdf/schema#yearOfPublication> ?y FILTER(?y > YEAR(NOW())-8) },1.0,1.0,"(1.0, 1.0, 1.0)"
"In AGIT Journal, which papers did the author Ralf Bill publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/99/3431> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'AGIT Journal' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/99/3431> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'AGIT Journal' },1.0,1.0,"(1.0, 1.0, 1.0)"
"In Inf. Serv. Use, which paper written by Sabrina K. with Julie McKinney was published?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/202/0639> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/202/0683> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Inf. Serv. Use' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/202/0639> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/202/0683> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Inf. Serv. Use' },1.0,1.0,"(1.0, 1.0, 1.0)"
"In IEEE Trans. Control. Syst. Technol., which paper written by Hitoshi Shiraishi with Dong-Il Cho was published?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/31/10355> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/4153> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Control. Syst. Technol.' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/31/10355> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/4153> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'IEEE Trans. Control. Syst. Technol.' },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Which paper written by Gorjan Alagic with Alexander Russell was published in Bull. EATCS?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/14/1123> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/AlexanderRussell> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Bull. EATCS' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/14/1123> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/AlexanderRussell> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Bull. EATCS' },1.0,1.0,"(1.0, 1.0, 1.0)"
Which papers did the authors C. Raymundo Iba\u00F1ez and D. V\u00E1squez Z\u00FA\u00F1iga co-write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/150/7836> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/270/7018> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/150/7836> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/270/7018> },1.0,1.0,"(1.0, 1.0, 1.0)"
"With which other authors has Thevenaz, L. written papers?",SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/265/7061> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/265/7061>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/265/7061> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/265/7061>) },1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
Find the paper written by Xing Jin with Jie Cai that was published in ACC.,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/02/2442> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/3916> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'ACC' },SELECT ?paper WHERE { ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/02/2442> . ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/95/3916> . ?paper <https://dblp.org/rdf/schema#publishedIn> 'ACC' },6.004239656465449e-78,0.9423076923076923,"(0.9744313955307007, 0.9827811121940613, 0.9785884618759155)"
"Which papers did the authors Yin, Jianqin and Zeng, X. co-write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/2631> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/297/4162> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/2631> . ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/297/4162> },1.0,1.0,"(1.0, 1.0, 1.0)"
"In Int. J. Robotics Autom., which papers did the author Kin Hong Wong publish?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/11/2362> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Int. J. Robotics Autom.' },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/11/2362> . ?answer <https://dblp.org/rdf/schema#publishedIn> 'Int. J. Robotics Autom.' },1.0,1.0,"(1.0, 1.0, 1.0)"
Mention the venues in which G. Leduc published.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/1225> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/61/1225> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
"What are the venues in which Little, Mark C. published?",SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/210> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/210> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },1.0,1.0,"(1.0, 1.0, 1.0)"
Which papers did the author K. Cheng write with the author from Hong Kong University of Science and Technology?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/c/KwangTingCheng> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?y . ?y <https://dblp.org/rdf/schema#primaryAffiliation> 'Hong Kong University of Science and Technology' },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/c/KwangTingCheng> . ?answer <https://dblp.org/rdf/schema#authoredBy> ?author2 . ?author2 <https://dblp.org/rdf/schema#affiliation> ""Hong Kong University of Science and Technology"" }",0.6141797522526763,0.9183673469387755,"(0.9866271018981934, 0.9859908223152161, 0.9863088726997375)"
Which venues has A. J. Biega published in?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/130/0373> . ?x <https://dblp.org/rdf/schema#publishedIn> ?answer },SELECT DISTINCT ?venue WHERE { ?paper <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/130/0373> . ?paper <https://dblp.org/rdf/schema#publishedIn> ?venue },4.648174375417067e-78,0.9375,"(0.9821892976760864, 0.9837830662727356, 0.9829854965209961)"
Mention the co-authors of M. Jantzen.,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/j/MatthiasJantzen> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/j/MatthiasJantzen>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/j/MatthiasJantzen> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/j/MatthiasJantzen>) },1.0,1.0,"(1.0, 1.0, 1.0)"
With which other authors has J. R. Bellegarda written papers?,SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/04/3657> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/04/3657>) },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/04/3657> . ?x <https://dblp.org/rdf/schema#authoredBy> ?answer FILTER(?answer != <https://dblp.org/pid/04/3657>) },1.0,1.0,"(1.0, 1.0, 1.0)"
